hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz
68,2611340115968,-16.5224,-26.9374,30.1424,-16.5224,-26.9374,30.1424
69,5085241278464,-18.3035,-26.0791,26.8725,-18.3035,-26.0791,26.8725
70,2199023255552,7.59156,-30.6513,3.30129,7.59156,-30.6513,3.30129
71,4123168604160,13.1357,-28.7129,20.4829,13.1357,-28.7129,20.4829
72,137438953472,15.2377,-28.5443,22.0398,15.2377,-28.5443,22.0398
73,1717986918400,15.9973,-27.8658,15.3635,15.9973,-27.8658,15.3635
74,4123168604160,13.691,-29.9259,21.8888,13.691,-29.9259,21.8888
75,412316860416,27.1311,-16.1204,16.6414,27.1311,-16.1204,16.6414
76,962072674304,31.0408,-7.95169,15.5695,31.0408,-7.95169,15.5695
77,274877906944,27.9816,15.8678,7.19713,27.9816,15.8678,7.19713
78,755914244096,4.22092,31.2512,4.64356,4.22092,31.2512,4.64356
79,4741643894784,9.97675,30.9266,68.4405,9.97675,30.9266,68.4405
80,343597383680,-6.88584,30.8981,21.3707,-6.88584,30.8981,21.3707
81,687194767360,-21.5017,22.9493,64.7181,-21.5017,22.9493,64.7181
82,1511828488192,-14.6859,29.0372,9.57112,-14.6859,29.0372,9.57112
83,3092376453120,-21.3839,23.0545,61.8133,-21.3839,23.0545,61.8133
84,6803228196864,-17.985,26.0904,53.7453,-17.985,26.0904,53.7453
85,687194767360,-23.0458,24.5983,70.2861,-23.0458,24.5983,70.2861
86,3092376453120,-22.9667,24.7623,67.3379,-22.9667,24.7623,67.3379
87,4398046511104,-27.2403,15.8938,25.8958,-27.2403,15.8938,25.8958
88,3367254360064,-31.5976,-1.91956,68.8526,-31.5976,-1.91956,68.8526
89,4191888080896,-31.2185,4.80094,25.4433,-31.2185,4.80094,25.4433
90,3367254360064,-33.1266,-2.01214,72.8043,-33.1266,-2.01214,72.8043
91,3642132267008,-27.671,-16.9587,73.8281,-27.671,-16.9587,73.8281
92,3229815406592,-0.888398,-31.9351,122.606,-0.888398,-31.9351,122.606
93,3229815406592,-0.949802,-34.1622,132.05,-0.949802,-34.1622,132.05
94,5841155522560,15.3775,-29.0833,83.7042,15.3775,-29.0833,83.7042
95,5222680231936,29.277,15.1607,92.0058,29.277,15.1607,92.0058
96,4741643894784,10.134,31.4136,69.7194,10.134,31.4136,69.7194
97,4329327034368,-7.4518,31.2247,127.098,-7.4518,31.2247,127.098
98,5360119185408,-12.7892,29.3586,96.6808,-12.7892,29.3586,96.6808
99,5772436045824,-9.95873,30.3482,109.67,-9.95873,30.3482,109.67
100,5360119185408,-13.4275,30.8251,102.148,-13.4275,30.8251,102.148
101,687194767360,-23.4086,24.9858,71.5946,-23.4086,24.9858,71.5946
102,3367254360064,-32.0952,-1.94969,70.1386,-32.0952,-1.94969,70.1386
103,5909874999296,7.41626,-30.7126,193.781,7.41626,-30.7126,193.781
104,4604204941312,6.84483,31.1032,147.7,6.84483,31.1032,147.7
105,6734508720128,-15.4414,28.3623,180.064,-15.4414,28.3623,180.064
106,6184752906240,-26.7584,16.8938,201.072,-26.7584,16.8938,201.072
107,481036337152,-31.6187,6.4982,262.871,-31.6187,6.4982,262.871
108,2267742732288,-32.845,-1.31753,339.22,-32.845,-1.31753,339.22
109,5566277615616,-2.10089,-31.3708,344.194,-2.10089,-31.3708,344.194
110,2267742732288,-31.5608,-1.26627,325.453,-31.5608,-1.26627,325.453
111,4672924418048,-21.7246,-23.616,419.437,-21.7246,-23.616,419.437
112,5566277615616,-2.13387,-31.8649,349.817,-2.13387,-31.8649,349.817
113,2061584302080,29.2298,15.2135,360.745,29.2298,15.2135,360.745
114,1924145348608,5.91492,31.6516,376.297,5.91492,31.6516,376.297
115,4672924418048,-22.2438,-24.1804,429.769,-22.2438,-24.1804,429.769
116,6047313952768,10.9808,-29.4663,459.328,10.9808,-29.4663,459.328
117,3848290697216,-45.5487,-56.0244,-471.616,-45.5487,-56.0244,-471.616
118,4054449127424,-49.2384,-53.7763,-455.119,-49.2384,-53.7763,-455.119
119,1855425871872,-15.1204,69.9504,-467.937,-15.1204,69.9504,-467.937
120,1855425871872,-15.4944,71.6816,-479.201,-15.4944,71.6816,-479.201
121,68719476736,-58.9455,-39.7538,-379.673,-58.9455,-39.7538,-379.673
122,68719476736,-60.5526,-40.8375,-389.676,-60.5526,-40.8375,-389.676
123,1374389534720,-41.1801,-60.5849,-355.831,-41.1801,-60.5849,-355.831
124,3710851743744,31.5072,-64.9692,-401.785,31.5072,-64.9692,-401.785
125,1374389534720,-40.2676,-59.2421,-348.227,-40.2676,-59.2421,-348.227
126,893353197568,-35.1063,-63.3353,-328.902,-35.1063,-63.3353,-328.902
127,6322191859712,9.01138,-71.4336,-298.435,9.01138,-71.4336,-298.435
128,824633720832,49.8544,51.3488,-303.818,49.8544,51.3488,-303.818
129,824633720832,51.1062,52.6382,-311.125,51.1062,52.6382,-311.125
130,6116033429504,-17.4225,-69.1909,-263.818,-17.4225,-69.1909,-263.818
131,6390911336448,-12.9632,69.9647,-222.72,-12.9632,69.9647,-222.72
132,2130303778816,-15.7918,70.9978,-252.894,-15.7918,70.9978,-252.894
133,6390911336448,-13.3633,72.1249,-229.201,-13.3633,72.1249,-229.201
134,1992864825344,21.0771,-69.0907,-153.998,21.0771,-69.0907,-153.998
135,2405181685760,-71.0833,-8.3558,-76.7485,-71.0833,-8.3558,-76.7485
136,5703716569088,-27.0294,-65.7643,-115.207,-27.0294,-65.7643,-115.207
137,5703716569088,-27.7749,-67.5784,-118.033,-27.7749,-67.5784,-118.033
138,6253472382976,43.3773,-57.7909,-81.9974,43.3773,-57.7909,-81.9974
139,2954937499648,56.4652,-43.8737,-78.9006,56.4652,-43.8737,-78.9006
140,6528350289920,68.0576,-24.6985,-84.8623,68.0576,-24.6985,-84.8623
141,1649267441664,68.826,20.4712,-70.5744,68.826,20.4712,-70.5744
142,6597069766656,66.3225,29.6545,-109.169,66.3225,29.6545,-109.169
143,4466765987840,35.057,62.8261,-97.7773,35.057,62.8261,-97.7773
144,2336462209024,-8.91177,70.9483,-90.2293,-8.91177,70.9483,-90.2293
145,1786706395136,-17.4294,70.2378,-99.0471,-17.4294,70.2378,-99.0471
146,2680059592704,-47.1635,53.6739,-102.252,-47.1635,53.6739,-102.252
147,1443109011456,-64.9788,-32.3335,-2.6017,-64.9788,-32.3335,-2.6017
148,5153960755200,-60.0456,-39.0871,-8.84737,-60.0456,-39.0871,-8.84737
149,5153960755200,-61.8851,-40.2847,-8.72654,-61.8851,-40.2847,-8.72654
150,3779571220480,-38.4346,-62.1171,-55.4043,-38.4346,-62.1171,-55.4043
151,0,-7.97639,-71.9395,-54.2587,-7.97639,-71.9395,-54.2587
152,1236950581248,69.2128,-20.4991,-43.9181,69.2128,-20.4991,-43.9181
153,6459630813184,68.8783,-22.6466,-18.8106,68.8783,-22.6466,-18.8106
154,5428838662144,71.6854,-1.90342,-18.2975,71.6854,-1.90342,-18.2975
155,5634997092352,72.7691,3.51043,-10.1552,72.7691,3.51043,-10.1552
156,1649267441664,69.3055,20.6141,-70.977,69.3055,20.6141,-70.977
157,1580547964928,51.3558,49.9681,-33.1129,51.3558,49.9681,-33.1129
158,1580547964928,52.9463,51.5171,-33.7425,52.9463,51.5171,-33.7425
159,5978594476032,38.3686,62.1412,-46.6295,38.3686,62.1412,-46.6295
160,3023656976384,-9.26113,71.373,-6.15999,-9.26113,71.373,-6.15999
161,618475290624,-30.1474,66.5756,-59.25,-30.1474,66.5756,-59.25
162,3161095929856,-30.6423,66.2141,-61.9203,-30.6423,66.2141,-61.9203
163,4535485464576,-48.114,53.3718,-28.4594,-48.114,53.3718,-28.4594
164,2199023255552,17.4144,-70.2447,24.0929,17.4144,-70.2447,24.0929
165,137438953472,33.8258,-63.2756,64.4463,33.8258,-63.2756,64.4463
166,1717986918400,35.5953,-61.9831,49.8407,35.5953,-61.9831,49.8407
167,4123168604160,30.1754,-65.942,63.6324,30.1754,-65.942,63.6324
168,412316860416,62.1478,-36.9102,54.6157,62.1478,-36.9102,54.6157
169,962072674304,69.1481,-17.6973,50.3755,69.1481,-17.6973,50.3755
170,274877906944,62.2117,35.2823,31.6417,62.2117,35.2823,31.6417
171,755914244096,9.66988,71.5149,27.1013,9.66988,71.5149,27.1013
172,343597383680,-15.8129,70.988,65.687,-15.8129,70.988,65.687
173,1511828488192,-32.4815,64.2576,36.6879,-32.4815,64.2576,36.6879
174,3985729650688,-32.8806,63.966,3.82248,-32.8806,63.966,3.82248
175,5085241278464,-41.1669,-58.6942,76.4724,-41.1669,-58.6942,76.4724
176,2611340115968,-38.1583,-62.2182,86.3882,-38.1583,-62.2182,86.3882
177,6803228196864,-40.6082,58.9345,137.483,-40.6082,58.9345,137.483
178,4398046511104,-62.774,36.6397,76.3753,-62.774,36.6397,76.3753
179,4191888080896,-72.0699,11.092,75.4885,-72.0699,11.092,75.4885
180,3367254360064,-72.0513,-4.36857,173.407,-72.0513,-4.36857,173.407
181,3642132267008,-60.7762,-37.2475,177.491,-60.7762,-37.2475,177.491
182,5841155522560,33.5719,-63.461,197.796,33.5719,-63.461,197.796
183,4741643894784,22.0927,68.4635,167.013,22.0927,68.4635,167.013
184,687194767360,-48.7035,51.9994,162.809,-48.7035,51.9994,162.809
185,3092376453120,-48.4584,52.2659,156.312,-48.4584,52.2659,156.312
186,6803228196864,-41.3436,60.0022,140.205,-41.3436,60.0022,140.205
187,5222680231936,64.2817,33.2878,217.266,64.2817,33.2878,217.266
188,5360119185408,-28.5705,65.6129,231.839,-28.5705,65.6129,231.839
189,5772436045824,-22.4506,68.4532,263.401,-22.4506,68.4532,263.401
190,5360119185408,-29.2689,67.2173,237.82,-29.2689,67.2173,237.82
191,3229815406592,-1.97124,-71.1927,289.082,-1.97124,-71.1927,289.082
192,4604204941312,15.3048,69.5208,345.889,15.3048,69.5208,345.889
193,4329327034368,-16.8184,70.5213,303.114,-16.8184,70.5213,303.114
194,6734508720128,-34.4982,63.3975,418.23,-34.4982,63.3975,418.23
195,5909874999296,17.0213,-70.4272,460.959,17.0213,-70.4272,460.959
196,6184752906240,-61.4525,38.8096,478.435,-61.4525,38.8096,478.435
197,6116033429504,-28.2069,-112.029,-419.252,-28.2069,-112.029,-419.252
198,6116033429504,-28.7096,-114.026,-426.497,-28.7096,-114.026,-426.497
199,6322191859712,14.4504,-114.528,-470.773,14.4504,-114.528,-470.773
200,6322191859712,14.6904,-116.43,-478.38,14.6904,-116.43,-478.38
201,824633720832,80.8168,83.2436,-484.548,80.8168,83.2436,-484.548
202,6116033429504,-28.0856,-111.547,-417.504,-28.0856,-111.547,-417.504
203,2130303778816,-25.0129,112.474,-393.146,-25.0129,112.474,-393.146
204,6390911336448,-21.0797,113.782,-354.185,-21.0797,113.782,-354.185
205,1992864825344,33.8074,-110.806,-239.264,33.8074,-110.806,-239.264
206,5703716569088,-44.0113,-107.084,-179.563,-44.0113,-107.084,-179.563
207,6597069766656,106.176,47.445,-167.058,106.176,47.445,-167.058
208,4466765987840,56.4078,101.079,-149.519,56.4078,101.079,-149.519
209,1786706395136,-27.801,112.068,-150.411,-27.801,112.068,-150.411
210,2336462209024,-14.6198,116.454,-139.893,-14.6198,116.454,-139.893
211,1786706395136,-28.2735,113.974,-152.752,-28.2735,113.974,-152.752
212,2680059592704,-76.2361,86.7899,-157.427,-76.2361,86.7899,-157.427
213,2680059592704,-77.587,88.3291,-159.991,-77.587,88.3291,-159.991
214,2405181685760,-114.224,-13.4626,-115.573,-114.224,-13.4626,-115.573
215,2405181685760,-116.238,-13.7018,-117.386,-116.238,-13.7018,-117.386
216,3779571220480,-60.9959,-98.5808,-80.4223,-60.9959,-98.5808,-80.4223
217,0,-12.655,-114.193,-78.6166,-12.655,-114.193,-78.6166
218,0,-12.8558,-116.007,-79.6623,-12.8558,-116.007,-79.6623
219,6253472382976,69.7061,-92.8612,-123.998,69.7061,-92.8612,-123.998
220,2954937499648,91.3552,-70.9726,-119.742,91.3552,-70.9726,-119.742
221,6528350289920,109.634,-39.7849,-128.887,109.634,-39.7849,-128.887
222,1649267441664,111.143,33.0968,-106.106,111.143,33.0968,-106.106
223,2336462209024,-14.3183,114.05,-137.269,-14.3183,114.05,-137.269
224,2336462209024,-14.557,115.953,-139.346,-14.557,115.953,-139.346
225,618475290624,-47.7288,105.411,-86.3491,-47.7288,105.411,-86.3491
226,3161095929856,-48.5615,104.886,-90.6194,-48.5615,104.886,-90.6194
227,5153960755200,-97.022,-63.1626,-6.41841,-97.022,-63.1626,-6.41841
228,1236950581248,111.255,-32.9415,-62.8231,111.255,-32.9415,-62.8231
229,6459630813184,110.539,-37.3226,-22.4774,110.539,-37.3226,-22.4774
230,5428838662144,115.723,-3.07618,-21.6799,115.723,-3.07618,-21.6799
231,5634997092352,116.323,5.61346,-8.5779,116.323,5.61346,-8.5779
232,1580547964928,83.4607,81.2528,-45.8247,83.4607,81.2528,-45.8247
233,5978594476032,61.1786,99.0411,-66.7269,61.1786,99.0411,-66.7269
234,3023656976384,-14.847,114.448,-2.15846,-14.847,114.448,-2.15846
235,3023656976384,-15.087,116.298,-1.98654,-15.087,116.298,-1.98654
236,4535485464576,-77.2642,85.7216,-37.9547,-77.2642,85.7216,-37.9547
237,4535485464576,-78.5096,87.1038,-38.3604,-78.5096,87.1038,-38.3604
238,1443109011456,-103.15,-51.3132,3.38377,-103.15,-51.3132,3.38377
239,2199023255552,27.6755,-111.587,45.8037,27.6755,-111.587,45.8037
240,2199023255552,28.1467,-113.486,46.8006,28.1467,-113.486,46.8006
241,274877906944,101.119,57.3513,59.4268,101.119,57.3513,59.4268
242,755914244096,15.4314,114.078,50.8419,15.4314,114.078,50.8419
243,1511828488192,-51.9308,102.76,66.33,-51.9308,102.76,66.33
244,3985729650688,-52.6005,102.337,13.7876,-52.6005,102.337,13.7876
245,3985729650688,-53.5614,104.207,14.2732,-53.5614,104.207,14.2732
246,5085241278464,-66.3215,-94.6186,131.085,-66.3215,-94.6186,131.085
247,5085241278464,-67.5203,-96.3319,133.689,-67.5203,-96.3319,133.689
248,137438953472,54.4594,-101.75,111.444,54.4594,-101.75,111.444
249,4123168604160,48.3274,-105.619,109.615,48.3274,-105.619,109.615
250,137438953472,55.3424,-103.394,113.454,55.3424,-103.394,113.454
251,1717986918400,58.0921,-101.154,89.4229,58.0921,-101.154,89.4229
252,412316860416,99.8472,-59.2916,95.4989,99.8472,-59.2916,95.4989
253,962072674304,111.959,-28.6383,89.4756,111.959,-28.6383,89.4756
254,962072674304,114.007,-29.1616,91.3465,114.007,-29.1616,91.3465
255,343597383680,-25.1627,112.945,112.07,-25.1627,112.945,112.07
256,4398046511104,-100.192,58.4839,129.531,-100.192,58.4839,129.531
257,4191888080896,-114.483,17.6219,127.447,-114.483,17.6219,127.447
258,2611340115968,-60.5712,-98.7622,144.65,-60.5712,-98.7622,144.65
259,4741643894784,35.755,110.795,278.176,35.755,110.795,278.176
260,6803228196864,-65.519,95.1018,229.691,-65.519,95.1018,229.691
261,6803228196864,-66.6528,96.7479,233.888,-66.6528,96.7479,233.888
262,687194767360,-79.8772,85.2876,275.215,-79.8772,85.2876,275.215
263,3092376453120,-79.5118,85.7729,264.702,-79.5118,85.7729,264.702
264,3367254360064,-115.537,-6.99987,285.796,-115.537,-6.99987,285.796
265,3642132267008,-98.6069,-60.4339,295.953,-98.6069,-60.4339,295.953
266,5841155522560,53.7633,-101.604,324.388,53.7633,-101.604,324.388
267,5841155522560,54.6654,-103.307,330.043,54.6654,-103.307,330.043
268,5222680231936,102.592,53.1243,354.351,102.592,53.1243,354.351
269,5222680231936,104.428,54.0745,360.919,104.428,54.0745,360.919
270,5360119185408,-46.4917,106.777,385.305,-46.4917,106.777,385.305
271,3229815406592,-3.18723,-115.236,475.852,-3.18723,-115.236,475.852
272,4329327034368,-26.6865,111.917,488.532,-26.6865,111.917,488.532
273,5772436045824,-35.9968,109.77,430.091,-35.9968,109.77,430.091
274,1992864825344,50.3237,-164.936,-349.901,50.3237,-164.936,-349.901
275,1992864825344,50.4702,-165.416,-350.883,50.4702,-165.416,-350.883
276,5703716569088,-65.1801,-158.582,-259.774,-65.1801,-158.582,-259.774
277,6597069766656,157.382,70.2697,-241.421,157.382,70.2697,-241.421
278,4466765987840,84.0335,150.569,-216.463,84.0335,150.569,-216.463
279,1786706395136,-41.3358,166.666,-217.453,-41.3358,166.666,-217.453
280,2680059592704,-113.395,129.139,-227.969,-113.395,129.139,-227.969
281,2405181685760,-171.132,-20.2445,-166.793,-171.132,-20.2445,-166.793
282,6253472382976,103.415,-137.766,-177.776,103.415,-137.766,-177.776
283,2954937499648,135.606,-105.339,-171.54,135.606,-105.339,-171.54
284,6528350289920,161.607,-58.6475,-183.921,161.607,-58.6475,-183.921
285,1649267441664,164.888,49.1726,-151.243,164.888,49.1726,-151.243
286,2336462209024,-21.3364,170.015,-198.348,-21.3364,170.015,-198.348
287,2336462209024,-21.5728,171.901,-200.406,-21.5728,171.901,-200.406
288,3779571220480,-90.2505,-145.858,-112.86,-90.2505,-145.858,-112.86
289,0,-18.9986,-171.501,-111.653,-18.9986,-171.501,-111.653
290,1236950581248,164.825,-48.7913,-86.9112,164.825,-48.7913,-86.9112
291,5978594476032,90.1674,145.896,-92.2521,90.1674,145.896,-92.2521
292,618475290624,-70.6359,156.006,-121.654,-70.6359,156.006,-121.654
293,3161095929856,-71.9223,155.231,-127.991,-71.9223,155.231,-127.991
294,5153960755200,-144.955,-94.3785,-3.26954,-144.955,-94.3785,-3.26954
295,6459630813184,162.086,-56.5305,-27.0441,162.086,-56.5305,-27.0441
296,5428838662144,171.875,-4.57982,-25.9928,171.875,-4.57982,-25.9928
297,5634997092352,171.863,8.2934,-6.56652,171.863,8.2934,-6.56652
298,1580547964928,123.257,120.084,-61.5918,123.257,120.084,-61.5918
299,4535485464576,-115.182,127.806,-50.3067,-115.182,127.806,-50.3067
300,1443109011456,-153.412,-76.2906,11.2643,-153.412,-76.2906,11.2643
301,3023656976384,-21.971,169.366,2.94329,-21.971,169.366,2.94329
302,3023656976384,-22.2071,171.185,3.11234,-22.2071,171.185,3.11234
303,3985729650688,-78.6113,152.943,26.9306,-78.6113,152.943,26.9306
304,2199023255552,41.4715,-167.145,74.9799,41.4715,-167.145,74.9799
305,1717986918400,85.384,-148.684,137.45,85.384,-148.684,137.45
306,1717986918400,86.3757,-150.411,139.195,86.3757,-150.411,139.195
307,962072674304,166.225,-42.4954,139.036,166.225,-42.4954,139.036
308,274877906944,149.993,85.0766,94.3304,149.993,85.0766,94.3304
309,755914244096,23.0189,170.117,82.0987,23.0189,170.117,82.0987
310,1511828488192,-77.8561,154.096,105.851,-77.8561,154.096,105.851
311,5085241278464,-98.1216,-140.095,200.188,-98.1216,-140.095,200.188
312,5085241278464,-99.2961,-141.776,202.741,-99.2961,-141.776,202.741
313,4123168604160,71.2088,-155.661,167.605,71.2088,-155.661,167.605
314,137438953472,81.0428,-151.195,171.878,81.0428,-151.195,171.878
315,412316860416,147.945,-87.8443,147.658,147.945,-87.8443,147.658
316,343597383680,-37.4883,168.21,173.165,-37.4883,168.21,173.165
317,4398046511104,-148.431,86.6415,198.055,-148.431,86.6415,198.055
318,4191888080896,-168.794,25.9811,193.979,-168.794,25.9811,193.979
319,4191888080896,-170.604,26.2597,196.197,-170.604,26.2597,196.197
320,2611340115968,-89.8915,-146.563,220.86,-89.8915,-146.563,220.86
321,6803228196864,-96.97,140.768,346.114,-96.97,140.768,346.114
322,6803228196864,-98.085,142.387,350.242,-98.085,142.387,350.242
323,4741643894784,52.8286,163.702,417.108,52.8286,163.702,417.108
324,6803228196864,-98.3705,142.801,351.299,-98.3705,142.801,351.299
325,687194767360,-117.334,125.28,410.269,-117.334,125.28,410.269
326,3092376453120,-116.754,125.961,394.7,-116.754,125.961,394.7
327,3367254360064,-170.984,-10.3532,429.101,-170.984,-10.3532,429.101
328,3642132267008,-145.945,-89.4497,444.19,-145.945,-89.4497,444.19
329,5841155522560,80.3038,-151.726,490.752,80.3038,-151.726,490.752
330,6322191859712,32.9943,-261.587,-1058.86,32.9943,-261.587,-1058.86
331,824633720832,180.763,186.228,-1068.03,180.763,186.228,-1068.03
332,6116033429504,-63.0187,-250.273,-920.864,-63.0187,-250.273,-920.864
333,2130303778816,-56.6318,254.654,-873.942,-56.6318,254.654,-873.942
334,6390911336448,-47.3419,255.451,-779.24,-47.3419,255.451,-779.24
335,6390911336448,-46.7983,252.52,-770.447,-46.7983,252.52,-770.447
336,1992864825344,76.271,-249.991,-523.745,76.271,-249.991,-523.745
337,5703716569088,-99.4618,-241.962,-389.647,-99.4618,-241.962,-389.647
338,6597069766656,239.888,106.966,-361.193,239.888,106.966,-361.193
339,6253472382976,154.025,-205.192,-258.521,154.025,-205.192,-258.521
340,6528350289920,244.881,-88.8793,-272.103,244.881,-88.8793,-272.103
341,6597069766656,237.135,105.743,-357.197,237.135,105.743,-357.197
342,4466765987840,126.874,227.304,-320.263,126.874,227.304,-320.263
343,2336462209024,-32.4368,258.573,-294.997,-32.4368,258.573,-294.997
344,1786706395136,-62.2836,251.191,-321.242,-62.2836,251.191,-321.242
345,2680059592704,-170.877,194.701,-337.14,-170.877,194.701,-337.14
346,2405181685760,-261.452,-31.1132,-248.096,-261.452,-31.1132,-248.096
347,3779571220480,-137.512,-222.226,-165.26,-137.512,-222.226,-165.26
348,0,-28.6573,-258.8,-161.979,-28.6573,-258.8,-161.979
349,2954937499648,208.21,-161.718,-256.522,208.21,-161.718,-256.522
350,1649267441664,253.023,75.6321,-225.283,253.023,75.6321,-225.283
351,618475290624,-108.452,239.52,-179.931,-108.452,239.52,-179.931
352,3161095929856,-110.841,238.928,-190.143,-110.841,238.928,-190.143
353,1236950581248,246.27,-72.8791,-123.532,246.27,-72.8791,-123.532
354,1580547964928,187.327,182.721,-87.0004,187.327,182.721,-87.0004
355,1580547964928,183.295,178.775,-85.4008,183.295,178.775,-85.4008
356,5978594476032,135.894,219.71,-132.479,135.894,219.71,-132.479
357,4535485464576,-173.802,192.879,-69.4045,-173.802,192.879,-69.4045
358,1443109011456,-237.184,-117.884,24.3967,-237.184,-117.884,24.3967
359,1443109011456,-231.979,-115.301,23.5808,-231.979,-115.301,23.5808
360,5153960755200,-220.127,-143.35,1.66932,-220.127,-143.35,1.66932
