particle_id,vx,vy,vz,px,py,pz,q,nhits
4509028466032640,-0.00928816,0.00986098,-0.0778789,1.11688,-1.52653,22.4205,1,0
4509097185509376,-0.00928816,0.00986098,-0.0778789,-0.720289,-1.18459,20.3438,-1,11
4509165904986112,-0.00928816,0.00986098,-0.0778789,-1.10286,-0.219909,2.40578,1,12
4509234624462848,-0.00928816,0.00986098,-0.0778789,0.125227,-0.00769881,0.174622,-1,0
4509303343939584,-0.00928816,0.00986098,-0.0778789,0.098906,0.474025,2.80064,1,2
4509372063416320,-0.00928816,0.00986098,-0.0778789,-0.881061,0.431862,-0.116135,-1,11
4509440782893056,-0.00928816,0.00986098,-0.0778789,0.127865,-0.0406034,0.283594,1,0
4509509502369792,-0.00928816,0.00986098,-0.0778789,-0.585698,-0.94372,-0.211051,-1,11
4509578221846528,-0.00928816,0.00986098,-0.0778789,0.625153,-1.3527,-0.138281,-1,11
4509646941323264,-0.00928816,0.00986098,-0.0778789,1.01482,-0.284517,-0.814236,1,11
4509715660800000,-0.00928816,0.00986098,-0.0778789,0.756196,-0.827012,-0.486448,-1,13
4509784380276736,-0.00928816,0.00986098,-0.0778789,0.427035,-0.540105,-0.933758,-1,10
4509853099753472,-0.00928816,0.00986098,-0.0778789,0.0360513,-0.31739,-0.144074,1,12
4509921819230208,-0.00928816,0.00986098,-0.0778789,1.1429,0.216219,-9.80781,-1,10
4510059258183680,-0.00928816,0.00986098,-0.0778789,0.524405,0.0550856,-3.18248,-1,15
4510127977660416,-0.00928816,0.00986098,-0.0778789,0.570439,0.0878038,-1.22892,1,12
4510265416613888,-0.00928816,0.00986098,-0.0778789,0.504637,0.507835,-0.525914,1,11
4510334136090624,-0.00928816,0.00986098,-0.0778789,1.92588,0.984109,1.06157,1,12
4510471575044096,-0.00928816,0.00986098,-0.0778789,-0.324638,0.3137,8.02859,-1,12
4510540294520832,-0.00928816,0.00986098,-0.0778789,0.665945,0.25311,7.37881,1,13
4510609013997568,-0.00928816,0.00986098,-0.0778789,0.112137,-0.0274976,0.99272,-1,0
4510677733474304,-0.00928816,0.00986098,-0.0778789,0.700524,0.810293,6.58687,-1,7
4510815172427776,-0.00928816,0.00986098,-0.0778789,2.32941,1.05717,46.9073,-1,15
4511158769811456,-0.00928816,0.00986098,-0.0778789,1.77792,-0.829854,50.8112,-1,12
4511364928241664,-0.00928816,0.00986098,-0.0778789,0.497908,0.255626,6.1063,1,10
4511639806148608,-0.00928816,0.00986098,-0.0778789,0.482592,0.499941,15.4165,1,1
4511845964578816,-0.00928816,0.00986098,-0.0778789,0.155052,0.385961,2.22099,-1,15
4511914684055552,-0.00928816,0.00986098,-0.0778789,0.0282432,-0.22809,0.603529,1,11
4511983403532288,-0.00928816,0.00986098,-0.0778789,0.195138,0.666127,1.36342,-1,7
4512052123009024,-0.00928816,0.00986098,-0.0778789,-2.59326,-2.85645,-12.3534,-1,11
4512120842485760,-0.00928816,0.00986098,-0.0778789,-2.18712,-2.01265,-9.13411,1,13
4512189561962496,-0.00928816,0.00986098,-0.0778789,-2.19214,-2.14759,-7.45299,1,9
4512258281439232,-0.00928816,0.00986098,-0.0778789,-0.260908,-0.688081,-2.14275,-1,12
4512395720392704,-0.00928816,0.00986098,-0.0778789,-0.116846,-0.0242046,0.293943,-1,0
4512464439869440,-0.00928816,0.00986098,-0.0778789,0.208264,-0.303333,-0.255992,-1,12
4512533159346176,-0.00928816,0.00986098,-0.0778789,-0.276712,0.0166861,1.58225,1,13
4512601878822912,-0.00928816,0.00986098,-0.0778789,-1.18593,-0.231733,17.928,-1,12
4513151634636800,-0.00928816,0.00986098,-0.0778789,-4.8115,-0.876778,1.81047,-1,10
4513220354113536,-0.00928816,0.00986098,-0.0778789,-0.177991,-0.0510821,-0.0402105,1,8
4513289073590272,-0.00928816,0.00986098,-0.0778789,-0.153961,-0.076297,0.0636234,1,4
4513357793067008,-0.00928816,0.00986098,-0.0778789,-0.161487,0.436018,-1.94513,1,12
4513426512543744,-0.00928816,0.00986098,-0.0778789,-0.619276,0.0463967,-6.77777,-1,12
4513563951497216,-0.00928816,0.00986098,-0.0778789,-0.0640798,0.42256,-3.3621,1,0
4513632670973952,-0.00928816,0.00986098,-0.0778789,-0.267675,0.930151,-11.9337,-1,12
4513701390450688,-0.00928816,0.00986098,-0.0778789,-0.123807,0.630296,-13.328,-1,0
4514182426787840,-0.00928816,0.00986098,-0.0778789,1.6455,8.1058,-17.0674,-1,12
4514251146264576,-0.00928816,0.00986098,-0.0778789,1.36836,3.689,-8.58153,-1,12
4514319865741312,-0.00928816,0.00986098,-0.0778789,0.959111,1.52272,-3.56782,1,13
4514457304694784,-0.00928816,0.00986098,-0.0778789,1.23934,0.413506,-2.85584,-1,11
4514526024171520,-0.00928816,0.00986098,-0.0778789,4.72255,3.19275,-11.4515,1,12
4514594743648256,-0.00928816,0.00986098,-0.0778789,1.38083,1.15785,-4.72665,-1,13
4514663463124992,-0.00928816,0.00986098,-0.0778789,16.6947,11.1694,-44.7027,-1,11
4514732182601728,-0.00928816,0.00986098,-0.0778789,12.9056,9.19011,-34.5067,-1,15
4514800902078464,-0.00928816,0.00986098,-0.0778789,-1.34075,-0.629614,0.0175967,1,16
4514869621555200,-0.00928816,0.00986098,-0.0778789,-1.38517,-0.892304,-0.637538,-1,13
4515281938415616,-0.00928816,0.00986098,-0.0778789,-0.9041,-1.07033,-11.6505,1,6
4515350657892352,-0.00928816,0.00986098,-0.0778789,-0.585041,-0.234328,-2.9783,-1,9
4515488096845824,-0.00928816,0.00986098,-0.0778789,-0.522554,0.0705254,5.19243,1,13
4515556816322560,-0.00928816,0.00986098,-0.0778789,0.0343578,0.249104,2.83921,-1,13
4515694255276032,-0.00928816,0.00986098,-0.0778789,-0.0554639,0.224422,-0.93774,1,5
4515762974752768,-0.00928816,0.00986098,-0.0778789,-0.734673,0.127435,-3.78694,-1,2
4515831694229504,-0.00928816,0.00986098,-0.0778789,-0.695231,0.0715901,-1.4259,1,11
4516037852659712,-0.00928816,0.00986098,-0.0778789,0.368236,-0.150593,-3.58388,-1,15
4516106572136448,-0.00928816,0.00986098,-0.0778789,0.227353,0.245948,0.263885,1,15
4516175291613184,-0.00928816,0.00986098,-0.0778789,0.0278125,0.110069,1.96499,-1,0
4516244011089920,-0.00928816,0.00986098,-0.0778789,0.200931,0.72923,2.22682,-1,11
4516381450043392,-0.00928816,0.00986098,-0.0778789,-14.5962,-0.736529,150.701,-1,7
4516450169520128,-0.00928816,0.00986098,-0.0778789,-6.15481,-0.0457889,63.7225,1,17
4516656327950336,-0.00928816,0.00986098,-0.0778789,-4.60146,6.73909,24.1182,-1,14
4516725047427072,-0.00928816,0.00986098,-0.0778789,-3.66201,4.82835,20.9407,1,2
4516793766903808,-0.00928816,0.00986098,-0.0778789,-0.199748,0.397018,1.16184,1,3
4516931205857280,-0.00928816,0.00986098,-0.0778789,-1.20317,1.96563,7.57796,-1,13
4516999925334016,-0.00928816,0.00986098,-0.0778789,-0.352335,0.565823,4.42661,-1,12
4517068644810752,-0.00928816,0.00986098,-0.0778789,-0.560288,1.02423,-0.14785,1,11
4517137364287488,-0.00928816,0.00986098,-0.0778789,0.100185,1.11079,0.0778852,1,7
4517206083764224,-0.00928816,0.00986098,-0.0778789,-0.487208,2.341,-0.624168,-1,11
4517274803240960,-0.00928816,0.00986098,-0.0778789,-0.58895,1.28564,0.106457,1,12
4517343522717696,-0.00928816,0.00986098,-0.0778789,0.199534,1.39036,-0.301226,-1,11
4517412242194432,-0.00928816,0.00986098,-0.0778789,-0.971209,0.163231,1.06012,-1,9
4517480961671168,-0.00928816,0.00986098,-0.0778789,1.92323,-0.909846,-0.404031,-1,12
4517549681147904,-0.00928816,0.00986098,-0.0778789,0.388449,0.0263498,-0.296463,1,14
4517618400624640,-0.00928816,0.00986098,-0.0778789,1.02954,-1.10461,-0.652113,-1,14
4517687120101376,-0.00928816,0.00986098,-0.0778789,0.551353,-2.90751,-7.40062,1,3
4517755839578112,-0.00928816,0.00986098,-0.0778789,-0.097559,-0.319466,-0.399028,1,11
4517824559054848,-0.00928816,0.00986098,-0.0778789,0.454759,-0.616186,-3.17467,-1,10
4517893278531584,-0.00928816,0.00986098,-0.0778789,0.204768,0.0895613,-0.414941,-1,6
4517961998008320,-0.00928816,0.00986098,-0.0778789,0.101932,0.400535,-0.87876,1,1
4518030717485056,-0.00928816,0.00986098,-0.0778789,-0.161463,-0.134644,-0.17211,-1,14
4518099436961792,-0.00928816,0.00986098,-0.0778789,0.552744,0.516855,-0.726025,1,12
4518168156438528,-0.00928816,0.00986098,-0.0778789,-0.172876,-0.086525,-0.161945,-1,9
4518236875915264,-0.00928816,0.00986098,-0.0778789,0.330805,0.0580768,0.163016,1,12
4518305595392000,-0.00928816,0.00986098,-0.0778789,-0.410893,0.600375,2.91714,-1,2
4518374314868736,-0.00928816,0.00986098,-0.0778789,0.123797,0.785181,3.67819,1,13
4518443034345472,-0.00928816,0.00986098,-0.0778789,0.461748,0.00736068,-0.140322,1,16
4518511753822208,-0.00928816,0.00986098,-0.0778789,-0.286974,0.0842664,0.462817,-1,11
4518786631729152,-0.00928816,0.00986098,-0.0778789,0.0494889,-0.553904,4.47064,-1,10
4518855351205888,-0.00928816,0.00986098,-0.0778789,-1.17006,0.892106,1.97242,-1,10
4518924070682624,-0.00928816,0.00986098,-0.0778789,-0.567155,0.616611,0.0957369,1,0
4518992790159360,-0.00928816,0.00986098,-0.0778789,-0.406306,0.307119,-0.435175,1,13
4519061509636096,-0.00928816,0.00986098,-0.0778789,-0.435902,-0.26562,0.0930974,-1,12
4519130229112832,-0.00928816,0.00986098,-0.0778789,-0.296449,0.200615,-0.506175,1,13
4519198948589568,-0.00928816,0.00986098,-0.0778789,-2.40705,0.366387,-1.30575,-1,11
4519336387543040,-0.00928816,0.00986098,-0.0778789,-0.873774,-0.404583,-1.97652,1,11
4519405107019776,-0.00928816,0.00986098,-0.0778789,-1.0568,0.19208,-1.89013,-1,9
4519473826496512,-0.00928816,0.00986098,-0.0778789,-0.337352,-0.207067,-0.812717,1,11
4519542545973248,-0.00928816,0.00986098,-0.0778789,0.102594,0.467676,-0.416583,-1,11
4519611265449984,-0.00928816,0.00986098,-0.0778789,0.2357,-0.302378,-0.455228,1,13
4519679984926720,-0.00928816,0.00986098,-0.0778789,0.872319,-0.626156,-0.116644,1,12
4519748704403456,-0.00928816,0.00986098,-0.0778789,0.106226,-0.0590542,-0.466043,-1,0
4519817423880192,-0.00928816,0.00986098,-0.0778789,0.961918,-0.784966,-1.99931,1,11
4519886143356928,-0.00928816,0.00986098,-0.0778789,0.503433,0.691342,-8.90746,1,12
4520092301787136,-0.00928816,0.00986098,-0.0778789,0.700263,0.737278,-0.533154,-1,12
4520161021263872,-0.00928816,0.00986098,-0.0778789,0.78962,-0.520824,0.760188,-1,11
4520229740740608,-0.00928816,0.00986098,-0.0778789,1.63358,-1.01223,2.50985,1,3
4520298460217344,-0.00928816,0.00986098,-0.0778789,1.21977,-1.62609,1.76904,-1,10
4520367179694080,-0.00928816,0.00986098,-0.0778789,0.866521,-0.770663,1.82177,1,13
4520435899170816,-0.00928816,0.00986098,-0.0778789,0.622863,-0.51905,0.377295,-1,11
4520504618647552,-0.00928816,0.00986098,-0.0778789,0.0543566,-0.905531,2.09788,1,11
4520573338124288,-0.00928816,0.00986098,-0.0778789,0.306291,-0.337524,0.173168,-1,13
4520642057601024,-0.00928816,0.00986098,-0.0778789,1.0826,0.151916,2.22472,-1,5
4520710777077760,-0.00928816,0.00986098,-0.0778789,0.476631,0.135961,1.07707,1,12
4520779496554496,-0.00928816,0.00986098,-0.0778789,1.06072,0.583162,9.23146,1,13
4520848216031232,-0.00928816,0.00986098,-0.0778789,1.12144,-0.525546,27.1114,1,14
4520985654984704,-0.00928816,0.00986098,-0.0778789,0.857483,-0.239207,20.1344,-1,14
4521466691321856,-0.00928816,0.00986098,-0.0778789,0.783379,0.352243,18.0259,1,13
4521535410798592,-0.00928816,0.00986098,-0.0778789,3.21214,-0.392395,82.8557,-1,12
4521879008182272,-0.00928816,0.00986098,-0.0778789,0.297742,0.0652135,6.00706,1,15
4522016447135744,-0.00928816,0.00986098,-0.0778789,0.0367836,-0.156736,0.170634,1,8
4522153886089216,-0.00928816,0.00986098,-0.0778789,0.191842,0.11791,0.155689,-1,8
4522360044519424,-0.00928816,0.00986098,-0.0778789,0.321489,-0.385356,-7.81316,-1,12
4504424277872641,-816.418,100.483,-254.842,0.12223,0.156223,-0.0503398,1,5
4504424277876738,-816.418,100.483,-254.842,-0.0882753,0.0797013,0.0572619,1,0
4504767875256321,-168.986,399.87,-2951.5,0.000228583,0.198437,0.0420697,-1,0
4505248911593473,-148.377,43.756,-570.569,-0.471087,-0.0124263,0.0249427,1,7
4506004825837569,843.271,275.477,-2150,0.160125,0.198704,0.160873,1,0
4506004825841666,843.271,275.477,-2150,-0.119716,0.0364918,0.0592592,1,0
4506417142697985,-35.4448,-62.6841,-103.993,-0.193049,0.20386,-0.110401,-1,5
4506417142702082,-35.4448,-62.6841,-103.993,-0.182335,-0.183807,0.0625692,1,12
4509303360720897,18.5455,72.6342,433.153,0.137249,0.209631,-0.00515267,1,6
4509784397058049,533.032,-380.176,-894.328,-0.122305,0.112366,0.0424706,1,2
4509784397062146,533.032,-380.176,-894.328,0.137074,0.0406617,-0.267498,-1,0
4509784397066242,533.032,-380.176,-894.328,0.0830347,-0.143246,0.0264482,1,4
4510677750255617,147.857,194.351,1498.5,-0.0667635,0.367226,-0.328899,1,3
4510677750259714,147.857,194.351,1498.5,0.0278561,-0.124012,0.130542,1,0
4510677750263810,147.857,194.351,1498.5,0.042973,-0.140171,0.129423,1,0
4511639822929921,22.1362,22.3852,698,0.109504,-0.136792,0.00534865,1,5
4511639822934018,22.1362,22.3852,698,-0.0626868,0.382234,0.00318522,-1,6
4511639822938114,22.1362,22.3852,698,-0.0393752,-0.188229,0.0149849,1,3
4511983420313601,36.937,493.477,988.824,-0.0246673,0.101533,0.0535335,-1,0
4513289090371585,-115.157,-29.153,41.8063,0.483244,-0.0632325,0.0540117,1,7
4513289090375682,-115.157,-29.153,41.8063,-0.19913,0.0443482,0.0225582,-1,6
4513563968278529,-2.60632,18.8204,-149.476,-0.165149,-0.0824142,0.0121755,1,12
4513632687755265,-78.8943,224.994,-2950,-0.185481,-0.0203033,-0.148716,1,0
4513701407232001,-3.8324,18.6095,-394.043,-0.147311,-0.0137326,0.302276,1,1
4513701407236098,-3.8324,18.6095,-394.043,-0.11334,0.0456362,-0.0231905,1,1
4515281955196929,-76.7768,-86.6613,-962,0.138787,-0.250717,0.0393678,1,9
4515350691463170,-890.941,-97.1959,-2950,0.0650052,0.109553,0.0381807,-1,0
4515350674673665,-273.231,-159.706,-1500,-0.20772,0.291105,-0.367045,1,2
4515350674677762,-273.231,-159.706,-1500,0.121788,-0.622446,-0.484983,1,1
4515350674681858,-273.231,-159.706,-1500,-0.222926,-0.108808,-0.54009,1,4
4515350674690050,-273.231,-159.706,-1500,-0.104781,-0.0737187,-0.639813,1,1
4515694272057345,21.7153,254.466,-1056.17,0.323371,-0.0558276,0.0138913,-1,2
4515762991534081,-71.5504,10.5183,-367.283,-0.167057,0.0550318,-0.142927,1,9
4516381466824705,-145.272,-7.75856,1500,0.0696604,-0.194486,0.142749,1,2
4516381466828802,-145.272,-7.75856,1500,-0.224371,-0.193288,-0.144966,1,2
4516725064208385,-43.7509,58.1161,251.217,-0.21588,0.289203,-0.139397,-1,8
4516725064212482,-43.7509,58.1161,251.217,0.16153,-0.0822475,-0.148106,-1,3
4516725064216578,-43.7509,58.1161,251.217,-0.00358829,-0.171317,0.205128,1,6
4516793783685121,-29.4542,66.4688,189.992,0.0233406,0.111397,0.0192719,1,1
4516793783689218,-29.4542,66.4688,189.992,-0.189625,0.20272,-0.0930153,-1,8
4517687136882689,20.3294,-114.554,-290.855,-0.0997866,-0.0427189,-0.00294107,1,1
4517962014789633,9.64952,34.175,-75.4729,0.122297,0.0830078,-0.299895,-1,1
4517962014793730,9.64952,34.175,-75.4729,0.103166,0.0127409,-0.101092,1,1
4518305612173313,-44.2698,60.4967,300.368,-0.108777,0.0510835,0.187252,-1,1
4518305612177410,-44.2698,60.4967,300.368,0.217738,0.136725,-0.21295,1,4
4518305612181506,-44.2698,60.4967,300.368,0.0193608,-0.151175,-0.0706893,1,0
4518924087463937,-12.7674,14.0708,2.09164,-0.0700209,-0.253546,-0.0323679,1,15
4518924087468034,-12.7674,14.0708,2.09164,0.110832,0.00247586,-0.180027,1,1
4518924087472130,-12.7674,14.0708,2.09164,-0.0508305,0.31817,0.204336,1,13
4519405123801089,-838.313,-44.0176,-1500,0.228018,0.0184649,0.0269156,-1,0
4519405123805186,-838.313,-44.0176,-1500,-0.0340671,-0.231069,-0.141595,1,0
4520229757521921,99.7987,-64.4299,155.217,-0.0942207,0.110551,0.0856767,1,0
4520229757526018,99.7987,-64.4299,155.217,-0.134129,-0.0373098,-0.0517428,1,0
4520642074382337,249.859,52.8655,520.912,0.133891,-0.0674105,-0.10808,1,0
4520779513335809,179.361,88.4843,1527.7,0.122493,-0.17615,0.110803,1,1
4523184678240256,-0.00928816,0.00986098,-0.0778789,-5.03093,-3.49653,-15.5161,1,12
4523253397716992,-0.00928816,0.00986098,-0.0778789,-0.656552,-0.477613,-2.00903,-1,10
4523322117193728,-0.00928816,0.00986098,-0.0778789,-3.75248,-2.75104,-11.3797,1,12
4523390836670464,-0.00928816,0.00986098,-0.0778789,-3.26667,-2.37895,-10.7773,-1,12
4523322133975041,-736.663,-482.47,-2155.5,0.122479,0.0749159,-0.0211816,-1,0
4523322133979138,-736.663,-482.47,-2155.5,-0.285898,-0.0788365,0.305083,1,0
4523734434054144,-0.288686,-1.14415,0.620331,-0.505732,-0.930063,0.911193,-1,12
4523871873007616,-0.288686,-1.14415,0.620331,-1.08978,-5.2603,2.30339,1,14
4523940592484352,-0.00928816,0.00986098,-0.0778789,5.45542,-5.17235,-13.2915,1,10
4524009311961088,-0.00928816,0.00986098,-0.0778789,7.71057,-7.83676,-19.5736,-1,14
4524215470391296,-0.00928816,0.00986098,-0.0778789,1.74854,-2.37407,-4.94056,1,9
4524284189868032,-0.00928816,0.00986098,-0.0778789,0.414464,-0.822573,-2.15922,-1,11
4524352909344768,-0.00928816,0.00986098,-0.0778789,0.427373,-0.731643,-2.39335,1,14
4524421628821504,-0.00928816,0.00986098,-0.0778789,0.478844,-0.299504,-1.77385,-1,12
4525108823588864,-0.00928816,0.00986098,-0.0778789,-4.02883,-0.695246,1.54573,-1,10
4525246262542336,-387.084,-89.025,137.408,-3.41426,-0.851881,1.40831,1,5
4525314982019072,-0.00928816,0.00986098,-0.0778789,-1.32565,-0.111038,0.0352293,1,13
4525383701495808,-0.00928816,0.00986098,-0.0778789,-0.705641,-0.173765,-0.295657,-1,11
4525727298879488,-0.00928816,0.00986098,-0.0778789,-2.8111,-0.70993,-0.401966,1,13
4525796018356224,-0.00928816,0.00986098,-0.0778789,-1.14853,-0.331774,-0.508819,-1,13
4525864737832960,-0.00928816,0.00986098,-0.0778789,-0.70177,-0.343627,-0.194318,1,12
4525933457309696,-0.00928816,0.00986098,-0.0778789,-0.306516,-0.134879,0.210126,-1,11
4527376566321152,-0.00928816,0.00986098,-0.0778789,-0.176076,-0.57018,-4.04157,1,11
4527445285797888,-0.00928816,0.00986098,-0.0778789,-0.267594,-0.874968,-6.80902,-1,12
4527514005274624,-0.00928816,0.00986098,-0.0778789,-0.149054,-0.225348,-1.40916,1,11
4527582724751360,-0.00928816,0.00986098,-0.0778789,-0.0392246,-0.164187,-0.50536,-1,8
4527720163704832,-0.00928816,0.00986098,-0.0778789,-0.0118706,-0.274868,-0.923601,1,9
4527788883181568,-0.00928816,0.00986098,-0.0778789,-0.348599,-0.175654,-0.643486,-1,7
4528338638995456,-0.00928816,0.00986098,-0.0778789,1.01505,-0.353958,25.9328,-1,8
4528682236379136,-0.00928816,0.00986098,-0.0778789,-3.4855,-0.643022,38.9457,1,0
4528750955855872,-0.00928816,0.00986098,-0.0778789,-2.85075,-0.105556,30.7413,-1,0
4528338655776769,51.1545,-17.0071,1298,0.0236082,-0.109984,-0.0540633,1,0
4528338655780866,51.1545,-17.0071,1298,0.166104,-0.281231,0.0278146,1,0
4528338655784962,51.1545,-17.0071,1298,-0.0709727,0.281386,0.063685,1,1
4528682253160449,-18.6923,-3.40537,208.616,0.00327982,0.359521,-0.331173,1,13
4528682253164546,-18.6923,-3.40537,208.616,0.0174081,-0.186267,0.171132,1,10
4528750972637185,-35.4822,-1.43562,382.476,-0.10301,0.100934,0.0323773,1,1
4529919186960384,-0.00928816,0.00986098,-0.0778789,0.0559951,0.172107,0.396695,1,12
4529987906437120,-0.00928816,0.00986098,-0.0778789,-0.339787,0.653865,2.0688,-1,13
4530400223297536,-0.00928816,0.00986098,-0.0778789,0.16999,-0.696843,-1.19215,1,6
4530468942774272,-0.00928816,0.00986098,-0.0778789,-0.0626731,-0.213394,-0.838206,-1,12
4530400240078849,32.1435,-353.623,-592.33,-0.00423035,0.154369,0.215729,1,1
4531018698588160,-0.00928816,0.00986098,-0.0778789,-0.0531342,-0.157305,0.311269,1,8
4531087418064896,-0.00928816,0.00986098,-0.0778789,-0.229019,-0.0713128,1.15794,-1,14
4531705893355520,-0.00928816,0.00986098,-0.0778789,0.170976,-0.116689,0.786887,1,11
4531774612832256,-0.00928816,0.00986098,-0.0778789,0.0532461,0.202403,1.91913,-1,13
4531912051785728,-0.00929908,0.00988079,-0.077792,-0.067069,0.204026,0.924488,-1,2
4532461807599616,-0.00928816,0.00986098,-0.0778789,-0.566984,0.760671,0.496075,1,11
4532530527076352,-0.00928816,0.00986098,-0.0778789,-1.19433,0.576943,0.686866,-1,12
4532599246553088,-0.00928816,0.00986098,-0.0778789,-0.270237,0.0575388,0.196523,1,13
